Booking_ID,Hotel_Name,Hotel_Category,City,State,Country,Checkin_Date,Checkout_Date,Month,Quarter,Year,Room_Type,Guests,Nights_Stayed,Room_Rate,Extra_Charges,Discount,Gross_Revenue,Net_Revenue,GST_Amount,Total_With_GST,Booking_Channel,Customer_Type,Payment_Mode,Occupancy_Status,Customer_Rating,Feedback_Status,Covid_Impact_Level
BK5534438,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44287,44290,April,Q2,2021,Club Room,2,3,26835,1879,1495,82384,80889,9706.68,90595.68,Corporate,New Guest,Debit Card,Checked-In,3.9,Neutral,High
BK5599033,ITC Narmada,Business,Ahmedabad,Gujarat,India,44544,44547,December,Q4,2021,Luxury Suite,2,3,27848,2851,469,86395,85926,10311.12,96237.12,Goibibo,Regular,Cash,Checked-In,4.7,Positive,Low
BK2022219,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44313,44316,April,Q2,2021,Executive,1,3,22951,1777,1321,70630,69309,8317.08,77626.08,MakeMyTrip,Member,UPI,No Show,4.0,Positive,High
BK6297572,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44374,44375,June,Q2,2021,Luxury Suite,3,1,13481,2363,240,15844,15604,1872.48,17476.48,Booking.com,VIP,Cash,Cancelled,3.3,Positive,High
BK8994641,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44492,44496,October,Q4,2021,Club Room,4,4,6436,3381,4502,29125,24623,2954.76,27577.76,Website,Member,Debit Card,Cancelled,3.3,Positive,Low
BK6948141,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44481,44485,October,Q4,2021,Presidential Suite,1,4,20039,6642,1666,86798,85132,10215.84,95347.84,Corporate,Member,Credit Card,Cancelled,4.0,Neutral,Low
BK6263680,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44625,44626,March,Q1,2022,Presidential Suite,2,1,8927,4106,4303,13033,8730,1047.6,9777.6,Booking.com,Member,UPI,Checked-In,3.9,Positive,Low
BK4633335,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44482,44484,October,Q4,2021,Deluxe,2,2,22236,2109,3585,46581,42996,5159.52,48155.52,Goibibo,Member,Credit Card,Checked-Out,3.6,Positive,Low
BK5977791,ITC Grand Goa,Resort,Goa,Goa,India,44294,44296,April,Q2,2021,Deluxe,3,2,11613,4485,1601,27711,26110,3133.2,29243.2,MakeMyTrip,Corporate,UPI,Checked-In,4.0,Positive,High
BK1032323,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44488,44492,October,Q4,2021,Club Room,1,4,10318,2394,1980,43666,41686,5002.32,46688.32,Website,Member,UPI,Checked-In,4.0,Positive,Low
BK5978856,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44329,44334,May,Q2,2021,Deluxe,1,5,10558,900,4778,53690,48912,5869.44,54781.44,MakeMyTrip,Corporate,Net Banking,Checked-Out,4.0,Positive,High
BK3983116,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44309,44311,April,Q2,2021,Deluxe,2,2,22510,6285,4370,51305,46935,5632.2,52567.2,Booking.com,New Guest,Debit Card,Checked-Out,4.1,Positive,High
BK3319531,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44306,44311,April,Q2,2021,Executive,3,5,20789,2371,3160,106316,103156,12378.72,115534.72,Corporate,Member,Debit Card,Checked-In,3.5,Negative,High
BK7812036,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44469,44473,September,Q3,2021,Presidential Suite,1,4,10251,507,4824,41511,36687,4402.44,41089.44,Goibibo,VIP,Credit Card,No Show,3.7,Positive,Low
BK6743995,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44523,44525,November,Q4,2021,Presidential Suite,1,2,13648,5831,3301,33127,29826,3579.12,33405.12,MakeMyTrip,New Guest,Credit Card,Cancelled,4.5,Positive,Low
BK4735677,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44454,44459,September,Q3,2021,Deluxe,3,5,6061,3862,2856,34167,31311,3757.32,35068.32,MakeMyTrip,VIP,UPI,Checked-Out,4.0,Positive,Low
BK2948533,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44622,44626,March,Q1,2022,Luxury Suite,1,4,4644,843,2982,19419,16437,1972.44,18409.44,Goibibo,New Guest,Cash,Checked-Out,4.5,Positive,Low
BK7486440,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44329,44334,May,Q2,2021,Club Room,4,5,14200,403,1158,71403,70245,8429.4,78674.4,Booking.com,Regular,UPI,Checked-Out,3.1,Positive,High
BK6796508,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44547,44551,December,Q4,2021,Deluxe,3,4,8811,378,461,35622,35161,4219.32,39380.32,Booking.com,Regular,Net Banking,Cancelled,4.3,Positive,Low
BK3358714,ITC Grand Goa,Resort,Goa,Goa,India,44511,44515,November,Q4,2021,Presidential Suite,4,4,23821,4973,4563,100257,95694,11483.28,107177.28,MakeMyTrip,New Guest,UPI,Checked-Out,4.1,Negative,Low
BK5592151,ITC Narmada,Business,Ahmedabad,Gujarat,India,44642,44645,March,Q1,2022,Executive,3,3,25357,6153,629,82224,81595,9791.4,91386.4,Website,Member,Cash,No Show,3.7,Positive,Low
BK3455972,ITC Narmada,Business,Ahmedabad,Gujarat,India,44507,44510,November,Q4,2021,Club Room,3,3,24919,115,1207,74872,73665,8839.8,82504.8,MakeMyTrip,Corporate,Debit Card,Checked-In,4.6,Positive,Low
BK8030023,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44475,44479,October,Q4,2021,Club Room,2,4,16899,3778,1834,71374,69540,8344.8,77884.8,Booking.com,New Guest,Net Banking,Checked-In,4.7,Positive,Low
BK5936168,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44401,44405,July,Q3,2021,Club Room,3,4,20608,2378,4768,84810,80042,9605.04,89647.04,Booking.com,Regular,Debit Card,Checked-In,4.1,Neutral,Low
BK8760091,ITC Windsor,Business,Bengaluru,Karnataka,India,44563,44567,January,Q1,2022,Presidential Suite,1,4,12246,2135,2660,51119,48459,5815.08,54274.08,Website,New Guest,Credit Card,Checked-Out,3.6,Positive,High
BK6924527,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44415,44416,August,Q3,2021,Club Room,1,1,24223,4195,1653,28418,26765,3211.8,29976.8,Booking.com,Regular,Cash,Checked-Out,3.7,Positive,Low
BK3128449,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44415,44419,August,Q3,2021,Deluxe,3,4,26632,2360,383,108888,108505,13020.6,121525.6,Corporate,VIP,Cash,Checked-Out,3.2,Positive,Low
BK7057699,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44651,44652,March,Q1,2022,Luxury Suite,4,1,19292,126,745,19418,18673,2240.76,20913.76,Booking.com,Regular,Credit Card,Checked-In,4.4,Neutral,Low
BK6102935,ITC Windsor,Business,Bengaluru,Karnataka,India,44385,44387,July,Q3,2021,Executive,1,2,24464,593,3790,49521,45731,5487.72,51218.72,Corporate,New Guest,Net Banking,Checked-In,4.6,Positive,Low
BK7065511,ITC Maurya,Luxury,New Delhi,Delhi,India,44570,44575,January,Q1,2022,Presidential Suite,4,5,18029,6024,2606,96169,93563,11227.56,104790.56,Corporate,New Guest,Net Banking,Checked-In,3.9,Positive,High
BK4171550,ITC Grand Goa,Resort,Goa,Goa,India,44319,44323,May,Q2,2021,Deluxe,1,4,11974,864,988,48760,47772,5732.64,53504.64,Website,Regular,Cash,Checked-In,3.6,Positive,High
BK3626669,ITC Rajputana,Business,Jaipur,Rajasthan,India,44461,44464,September,Q3,2021,Presidential Suite,2,3,19249,736,2211,58483,56272,6752.64,63024.64,Corporate,Regular,Credit Card,Checked-Out,4.0,Positive,Low
BK1802760,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44290,44292,April,Q2,2021,Deluxe,2,2,14198,6353,1751,34749,32998,3959.76,36957.76,Walk-in,Member,Net Banking,Checked-In,4.0,Positive,High
BK1571222,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44567,44570,January,Q1,2022,Executive,1,3,4907,5029,2255,19750,17495,2099.4,19594.4,Corporate,Regular,Net Banking,Checked-In,4.4,Positive,High
BK6550479,ITC Grand Goa,Resort,Goa,Goa,India,44427,44432,August,Q3,2021,Club Room,3,5,23685,6979,3778,125404,121626,14595.12,136221.12,Goibibo,New Guest,Net Banking,Cancelled,4.1,Positive,Low
BK7294246,ITC Sonar,Business,Kolkata,West Bengal,India,44323,44325,May,Q2,2021,Club Room,2,2,16004,5237,4178,37245,33067,3968.04,37035.04,Walk-in,Corporate,Cash,Checked-In,4.6,Neutral,High
BK6650062,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44535,44538,December,Q4,2021,Presidential Suite,3,3,9805,6246,4091,35661,31570,3788.4,35358.4,Website,VIP,UPI,Checked-In,4.7,Negative,Low
BK5653602,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44408,44410,July,Q3,2021,Luxury Suite,3,2,23751,5363,1445,52865,51420,6170.4,57590.4,Goibibo,VIP,Cash,Checked-In,3.9,Positive,Low
BK1140219,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44416,44418,August,Q3,2021,Executive,2,2,25369,6784,4379,57522,53143,6377.16,59520.16,MakeMyTrip,Member,UPI,Checked-In,4.3,Positive,Low
BK3920717,ITC Narmada,Business,Ahmedabad,Gujarat,India,44510,44514,November,Q4,2021,Luxury Suite,1,4,27636,6706,2281,117250,114969,13796.28,128765.28,Walk-in,VIP,Debit Card,Checked-Out,3.8,Neutral,Low
BK2509068,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44295,44298,April,Q2,2021,Luxury Suite,4,3,27509,2733,2606,85260,82654,9918.48,92572.48,MakeMyTrip,Member,Debit Card,Checked-Out,3.9,Positive,High
BK1587149,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44597,44600,February,Q1,2022,Luxury Suite,3,3,24132,460,784,72856,72072,8648.64,80720.64,Goibibo,Corporate,Net Banking,Checked-In,3.7,Negative,Low
BK7287988,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44544,44547,December,Q4,2021,Luxury Suite,1,3,5903,1330,575,19039,18464,2215.68,20679.68,Goibibo,Member,Net Banking,Checked-In,3.5,Positive,Low
BK1171672,ITC Grand Goa,Resort,Goa,Goa,India,44526,44528,November,Q4,2021,Club Room,2,2,5546,4782,4843,15874,11031,1323.72,12354.72,Walk-in,New Guest,UPI,Checked-Out,4.1,Neutral,Low
BK2186770,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44458,44459,September,Q3,2021,Deluxe,1,1,8208,3783,2948,11991,9043,1085.16,10128.16,Website,VIP,UPI,Checked-In,3.2,Positive,Low
BK3242418,ITC Rajputana,Business,Jaipur,Rajasthan,India,44558,44563,December,Q4,2021,Luxury Suite,2,5,26611,1618,1807,134673,132866,15943.92,148809.92,Booking.com,Member,Net Banking,Checked-In,4.1,Positive,Low
BK7296181,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44416,44419,August,Q3,2021,Club Room,4,3,24618,4224,1688,78078,76390,9166.8,85556.8,MakeMyTrip,VIP,Credit Card,Checked-In,3.8,Negative,Low
BK1797971,ITC Sonar,Business,Kolkata,West Bengal,India,44529,44531,November,Q4,2021,Presidential Suite,1,2,18293,2184,2123,38770,36647,4397.64,41044.64,MakeMyTrip,Regular,Credit Card,Cancelled,4.3,Positive,Low
BK2571605,ITC Grand Goa,Resort,Goa,Goa,India,44613,44614,February,Q1,2022,Luxury Suite,1,1,24390,4649,2113,29039,26926,3231.12,30157.12,Goibibo,Corporate,Net Banking,Checked-Out,4.9,Positive,Low
BK2068907,ITC Maurya,Luxury,New Delhi,Delhi,India,44629,44633,March,Q1,2022,Luxury Suite,2,4,14490,1289,2992,59249,56257,6750.84,63007.84,Goibibo,Member,Net Banking,Checked-In,3.1,Neutral,Low
BK1709680,ITC Rajputana,Business,Jaipur,Rajasthan,India,44316,44318,April,Q2,2021,Deluxe,2,2,18522,1131,2910,38175,35265,4231.8,39496.8,MakeMyTrip,VIP,UPI,Checked-Out,4.3,Positive,High
BK5967661,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44622,44624,March,Q1,2022,Luxury Suite,2,2,13021,5633,1089,31675,30586,3670.32,34256.32,Walk-in,VIP,UPI,Checked-In,3.6,Negative,Low
BK7994843,ITC Maurya,Luxury,New Delhi,Delhi,India,44626,44629,March,Q1,2022,Executive,2,3,16763,3879,3716,54168,50452,6054.24,56506.24,Walk-in,Corporate,Cash,Checked-In,4.7,Positive,Low
BK8693075,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44519,44520,November,Q4,2021,Executive,2,1,13297,4144,2559,17441,14882,1785.84,16667.84,MakeMyTrip,Regular,UPI,Checked-Out,4.2,Positive,Low
BK3927134,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44515,44518,November,Q4,2021,Executive,3,3,11402,4699,1623,38905,37282,4473.84,41755.84,Walk-in,New Guest,Credit Card,Checked-In,3.8,Positive,Low
BK2087899,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44632,44633,March,Q1,2022,Luxury Suite,1,1,21614,4212,2282,25826,23544,2825.28,26369.28,Booking.com,Regular,Debit Card,Checked-In,3.9,Positive,Low
BK8756066,ITC Grand Goa,Resort,Goa,Goa,India,44301,44304,April,Q2,2021,Luxury Suite,2,3,17474,3317,133,55739,55606,6672.72,62278.72,Goibibo,Corporate,Cash,Checked-In,3.1,Positive,High
BK8620984,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44571,44572,January,Q1,2022,Club Room,3,1,10066,65,4413,10131,5718,686.16,6404.16,Walk-in,Member,Cash,Checked-Out,4.2,Positive,High
BK4807374,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44340,44343,May,Q2,2021,Deluxe,2,3,7628,3856,186,26740,26554,3186.48,29740.48,Walk-in,Regular,Debit Card,Checked-In,4.2,Positive,High
BK2474337,ITC Rajputana,Business,Jaipur,Rajasthan,India,44407,44409,July,Q3,2021,Executive,4,2,23348,3292,1145,49988,48843,5861.16,54704.16,Booking.com,Regular,Credit Card,Checked-Out,3.6,Positive,Low
BK8054437,ITC Windsor,Business,Bengaluru,Karnataka,India,44543,44547,December,Q4,2021,Executive,4,4,25312,752,1512,102000,100488,12058.56,112546.56,Website,Member,Credit Card,Checked-In,3.3,Negative,Low
BK3824137,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44631,44632,March,Q1,2022,Luxury Suite,4,1,26880,989,2829,27869,25040,3004.8,28044.8,Goibibo,New Guest,Credit Card,Checked-In,3.4,Positive,Low
BK9515101,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44560,44565,December,Q4,2021,Presidential Suite,2,5,23515,3545,3422,121120,117698,14123.76,131821.76,Corporate,New Guest,Cash,Checked-In,4.3,Positive,Low
BK3963169,ITC Grand Goa,Resort,Goa,Goa,India,44548,44552,December,Q4,2021,Luxury Suite,3,4,20301,2872,2975,84076,81101,9732.12,90833.12,Corporate,Corporate,UPI,Cancelled,3.2,Positive,Low
BK1109167,ITC Windsor,Business,Bengaluru,Karnataka,India,44626,44631,March,Q1,2022,Executive,4,5,4587,4617,2049,27552,25503,3060.36,28563.36,Corporate,VIP,UPI,Checked-In,3.8,Positive,Low
BK6901274,ITC Rajputana,Business,Jaipur,Rajasthan,India,44624,44629,March,Q1,2022,Club Room,3,5,8367,3236,289,45071,44782,5373.84,50155.84,Website,New Guest,Debit Card,Cancelled,3.4,Positive,Low
BK2586104,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44588,44589,January,Q1,2022,Luxury Suite,2,1,26222,3299,4796,29521,24725,2967.0,27692.0,MakeMyTrip,Member,Debit Card,Cancelled,3.4,Positive,High
BK7702515,ITC Narmada,Business,Ahmedabad,Gujarat,India,44381,44385,July,Q3,2021,Executive,4,4,23842,1662,1773,97030,95257,11430.84,106687.84,MakeMyTrip,VIP,Cash,Checked-In,4.0,Positive,Low
BK1105824,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44292,44295,April,Q2,2021,Executive,1,3,13344,3331,4833,43363,38530,4623.6,43153.6,Corporate,VIP,Debit Card,Checked-Out,4.0,Positive,High
BK8883954,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44611,44614,February,Q1,2022,Executive,2,3,24139,4825,914,77242,76328,9159.36,85487.36,Walk-in,Corporate,Net Banking,Cancelled,4.8,Neutral,Low
BK3575680,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44558,44561,December,Q4,2021,Presidential Suite,3,3,6096,6179,2077,24467,22390,2686.8,25076.8,Booking.com,Regular,Cash,Checked-In,3.8,Neutral,Low
BK4508824,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44629,44632,March,Q1,2022,Executive,3,3,4843,3970,2272,18499,16227,1947.24,18174.24,Walk-in,VIP,UPI,Checked-Out,4.4,Neutral,Low
BK1475559,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44431,44436,August,Q3,2021,Presidential Suite,1,5,19088,183,2915,95623,92708,11124.96,103832.96,Website,Regular,Cash,Checked-In,3.4,Negative,Low
BK2069683,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44536,44537,December,Q4,2021,Luxury Suite,1,1,17801,532,1335,18333,16998,2039.76,19037.76,Corporate,Corporate,Debit Card,Checked-Out,3.1,Positive,Low
BK3011729,ITC Grand Goa,Resort,Goa,Goa,India,44612,44614,February,Q1,2022,Luxury Suite,1,2,12365,4041,3707,28771,25064,3007.68,28071.68,MakeMyTrip,VIP,Debit Card,Checked-In,4.1,Positive,Low
BK5026210,ITC Grand Goa,Resort,Goa,Goa,India,44456,44459,September,Q3,2021,Luxury Suite,1,3,24374,2619,2384,75741,73357,8802.84,82159.84,MakeMyTrip,VIP,Credit Card,Checked-Out,3.8,Positive,Low
BK8034087,ITC Grand Chola,Luxury,Chennai,Tamil Nadu,India,44622,44624,March,Q1,2022,Luxury Suite,4,2,18254,2816,636,39324,38688,4642.56,43330.56,Goibibo,Regular,UPI,Checked-Out,3.6,Neutral,Low
BK8625471,ITC Windsor,Business,Bengaluru,Karnataka,India,44331,44334,May,Q2,2021,Presidential Suite,3,3,15386,3032,3840,49190,45350,5442.0,50792.0,Walk-in,Member,Credit Card,Checked-Out,4.6,Positive,High
BK6185966,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44610,44612,February,Q1,2022,Presidential Suite,3,2,23710,2313,1584,49733,48149,5777.88,53926.88,Booking.com,VIP,Cash,Checked-In,3.2,Negative,Low
BK7995605,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44461,44466,September,Q3,2021,Deluxe,3,5,12804,2147,1669,66167,64498,7739.76,72237.76,Walk-in,VIP,Credit Card,Checked-In,3.3,Positive,Low
BK5562303,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44305,44308,April,Q2,2021,Presidential Suite,1,3,18992,3728,2482,60704,58222,6986.64,65208.64,Goibibo,Corporate,Cash,Checked-Out,4.6,Positive,High
BK9746031,ITC Windsor,Business,Bengaluru,Karnataka,India,44535,44536,December,Q4,2021,Presidential Suite,2,1,26547,6504,4549,33051,28502,3420.24,31922.24,Goibibo,New Guest,Cash,Checked-In,3.3,Positive,Low
BK4467092,ITC Sonar,Business,Kolkata,West Bengal,India,44450,44452,September,Q3,2021,Executive,4,2,8230,2601,2334,19061,16727,2007.24,18734.24,MakeMyTrip,Regular,Credit Card,Checked-In,4.1,Positive,Low
BK3137036,ITC Grand Goa,Resort,Goa,Goa,India,44566,44567,January,Q1,2022,Deluxe,2,1,4932,6404,3573,11336,7763,931.56,8694.56,Walk-in,Regular,UPI,Checked-In,4.3,Positive,High
BK7314029,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44356,44358,June,Q2,2021,Club Room,2,2,15589,782,3319,31960,28641,3436.92,32077.92,MakeMyTrip,New Guest,Debit Card,Checked-In,3.5,Positive,High
BK5113039,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44544,44548,December,Q4,2021,Executive,4,4,10044,6518,343,46694,46351,5562.12,51913.12,Walk-in,Corporate,Debit Card,Checked-Out,4.6,Positive,Low
BK8460014,ITC Kakatiya,Luxury,Hyderabad,Telangana,India,44456,44459,September,Q3,2021,Luxury Suite,2,3,24296,2497,1103,75385,74282,8913.84,83195.84,Corporate,Regular,UPI,Checked-In,3.4,Positive,Low
BK2093334,ITC Maurya,Luxury,New Delhi,Delhi,India,44412,44415,August,Q3,2021,Luxury Suite,4,3,16817,6102,2509,56553,54044,6485.28,60529.28,Goibibo,VIP,Net Banking,Checked-Out,3.8,Positive,Low
BK3366635,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44464,44469,September,Q3,2021,Club Room,1,5,24790,1404,4623,125354,120731,14487.72,135218.72,MakeMyTrip,Corporate,Debit Card,Cancelled,4.3,Positive,Low
BK9665410,ITC Grand Goa,Resort,Goa,Goa,India,44395,44397,July,Q3,2021,Club Room,1,2,15755,2233,4383,33743,29360,3523.2,32883.2,Website,New Guest,Credit Card,No Show,3.4,Positive,Low
BK1242830,ITC Windsor,Business,Bengaluru,Karnataka,India,44394,44397,July,Q3,2021,Luxury Suite,4,3,11269,6696,1952,40503,38551,4626.12,43177.12,Goibibo,Corporate,Credit Card,Checked-Out,3.9,Positive,Low
BK2430017,Welcomhotel Dwarka,Business,New Delhi,Delhi,India,44627,44628,March,Q1,2022,Luxury Suite,3,1,15443,6792,3468,22235,18767,2252.04,21019.04,Goibibo,New Guest,UPI,Checked-In,3.8,Positive,Low
BK4653099,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44471,44472,October,Q4,2021,Executive,3,1,13482,1248,4771,14730,9959,1195.08,11154.08,Walk-in,New Guest,Credit Card,Checked-Out,4.7,Positive,Low
BK1801501,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44645,44648,March,Q1,2022,Club Room,2,3,4903,5074,1512,19783,18271,2192.52,20463.52,Goibibo,VIP,Net Banking,Checked-Out,3.1,Neutral,Low
BK9867061,ITC Windsor,Business,Bengaluru,Karnataka,India,44437,44439,August,Q3,2021,Club Room,2,2,5292,1906,4117,12490,8373,1004.76,9377.76,Corporate,VIP,Debit Card,Checked-In,4.4,Positive,Low
BK3813682,ITC Maurya,Luxury,New Delhi,Delhi,India,44575,44577,January,Q1,2022,Club Room,1,2,12912,2468,2329,28292,25963,3115.56,29078.56,Booking.com,Regular,Credit Card,Checked-In,4.4,Positive,High
BK6312099,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44423,44427,August,Q3,2021,Executive,3,4,24608,4498,3302,102930,99628,11955.36,111583.36,Corporate,New Guest,Cash,Checked-In,3.0,Positive,Low
BK9423458,ITC Sonar,Business,Kolkata,West Bengal,India,44538,44542,December,Q4,2021,Executive,4,4,14814,5150,53,64406,64353,7722.36,72075.36,Website,Corporate,Net Banking,Checked-Out,4.4,Neutral,Low
BK1783566,ITC Maurya,Luxury,New Delhi,Delhi,India,44600,44602,February,Q1,2022,Presidential Suite,4,2,7851,4657,3220,20359,17139,2056.68,19195.68,Goibibo,Corporate,Cash,Checked-In,4.0,Positive,Low
BK9615553,ITC Rajputana,Business,Jaipur,Rajasthan,India,44403,44404,July,Q3,2021,Presidential Suite,3,1,14810,6235,3755,21045,17290,2074.8,19364.8,Corporate,Corporate,Cash,Checked-In,3.6,Negative,Low
BK5059543,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44369,44370,June,Q2,2021,Deluxe,2,1,13592,3867,4141,17459,13318,1598.16,14916.16,Walk-in,Member,Net Banking,Checked-In,3.1,Positive,High
BK8928872,ITC Rajputana,Business,Jaipur,Rajasthan,India,44361,44364,June,Q2,2021,Presidential Suite,3,3,14048,3331,2134,45475,43341,5200.92,48541.92,Website,Corporate,Cash,Checked-In,3.5,Positive,High
BK7271268,ITC Mughal,Resort,Agra,Uttar Pradesh,India,44389,44390,July,Q3,2021,Club Room,1,1,4550,4769,2074,9319,7245,869.4,8114.4,Corporate,VIP,Net Banking,Checked-In,3.1,Neutral,Low
BK1284750,ITC Windsor,Business,Bengaluru,Karnataka,India,44549,44551,December,Q4,2021,Executive,1,2,8136,6270,683,22542,21859,2623.08,24482.08,Walk-in,New Guest,Cash,Cancelled,3.7,Neutral,Low
BK3173428,ITC Grand Goa,Resort,Goa,Goa,India,44514,44518,November,Q4,2021,Club Room,2,4,10689,4970,3093,47726,44633,5355.96,49988.96,MakeMyTrip,VIP,Cash,Checked-Out,4.7,Neutral,Low
BK7247154,ITC Grand Goa,Resort,Goa,Goa,India,44367,44369,June,Q2,2021,Club Room,2,2,18342,851,2381,37535,35154,4218.48,39372.48,Walk-in,Member,Net Banking,Checked-Out,4.8,Positive,High
BK8966839,ITC Grand Goa,Resort,Goa,Goa,India,44296,44301,April,Q2,2021,Executive,1,5,27586,4038,1074,141968,140894,16907.28,157801.28,Booking.com,VIP,Net Banking,Checked-In,4.7,Positive,High
BK5597765,Fortune Select Trinity,Business,Bengaluru,Karnataka,India,44344,44349,May,Q2,2021,Presidential Suite,3,5,7941,2558,3418,42263,38845,4661.4,43506.4,MakeMyTrip,Regular,UPI,Checked-In,4.6,Positive,High
BK5384273,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44537,44542,December,Q4,2021,Club Room,1,5,17373,1342,21,88207,88186,10582.32,98768.32,MakeMyTrip,Corporate,Debit Card,Checked-Out,3.2,Positive,Low
BK8245654,ITC Rajputana,Business,Jaipur,Rajasthan,India,44366,44371,June,Q2,2021,Presidential Suite,3,5,6103,6887,3415,37402,33987,4078.44,38065.44,MakeMyTrip,New Guest,Credit Card,Checked-In,3.8,Positive,High
BK6593746,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44452,44456,September,Q3,2021,Executive,4,4,19073,6017,1174,82309,81135,9736.2,90871.2,Walk-in,Corporate,Net Banking,Cancelled,3.7,Positive,Low
BK6373292,ITC Narmada,Business,Ahmedabad,Gujarat,India,44304,44307,April,Q2,2021,Deluxe,1,3,26683,4449,4714,84498,79784,9574.08,89358.08,Goibibo,Corporate,Debit Card,Checked-Out,3.6,Neutral,High
BK6693063,ITC Windsor,Business,Bengaluru,Karnataka,India,44568,44571,January,Q1,2022,Luxury Suite,2,3,20087,1419,3975,61680,57705,6924.6,64629.6,Booking.com,Member,Cash,Checked-In,3.1,Positive,High
BK8438474,ITC Maratha,Luxury,Mumbai,Maharashtra,India,44446,44447,September,Q3,2021,Deluxe,2,1,19967,6881,921,26848,25927,3111.24,29038.24,Walk-in,New Guest,Debit Card,Checked-Out,3.9,Negative,Low
BK9159554,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44494,44499,October,Q4,2021,Presidential Suite,1,5,13610,991,3275,69041,65766,7891.92,73657.92,MakeMyTrip,New Guest,UPI,Checked-Out,3.8,Positive,Low
BK6400602,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44390,44395,July,Q3,2021,Club Room,1,5,17272,5584,693,91944,91251,10950.12,102201.12,Website,Regular,Debit Card,Checked-In,4.7,Positive,Low
BK9758233,ITC Gardenia,Luxury,Bengaluru,Karnataka,India,44499,44500,October,Q4,2021,Luxury Suite,4,1,24629,5168,2970,29797,26827,3219.24,30046.24,Corporate,New Guest,Credit Card,Cancelled,3.5,Positive,Low
BK3471699,ITC Royal Bengal,Luxury,Kolkata,West Bengal,India,44551,44553,December,Q4,2021,Luxury Suite,1,2,20873,3177,641,44923,44282,5313.84,49595.84,MakeMyTrip,New Guest,Debit Card,Checked-In,3.8,Positive,Low
BK9226081,ITC Kohenur,Luxury,Hyderabad,Telangana,India,44584,44589,January,Q1,2022,Luxury Suite,3,5,9963,613,4444,50428,45984,5518.08,51502.08,Booking.com,Member,Cash,Checked-Out,4.0,Neutral,High
